inst#,actual,predicted,error
821,304,204.749,-99.251
822,240.8,204.749,-36.051
823,138.98,204.749,65.769
824,293.3,204.749,-88.551
825,145.8,204.749,58.949
826,218.8,204.749,-14.051
827,196.8,204.749,7.949
828,116.8,204.749,87.949
829,259.81,204.749,-55.061
830,142.9,204.749,61.849
831,157.8,204.749,46.949
832,196.8,204.749,7.949
833,232.8,204.749,-28.051
834,366.8,204.749,-162.051
835,168.8,204.749,35.949
836,294.8,204.749,-90.051
837,309.9,204.749,-105.151
838,322.8,204.749,-118.051
839,284.8,204.749,-80.051
840,267.8,204.749,-63.051
841,?,204.749,?
842,197.8,204.749,6.949
843,179.8,204.749,24.949
844,172.79,204.749,31.959
845,381.9,204.749,-177.151
846,135.3,204.749,69.449
847,198.8,204.749,5.949
848,253.3,204.749,-48.551
849,103.8,204.749,100.949
850,101.8,204.749,102.949
851,212.8,204.749,-8.051
852,212.8,204.749,-8.051
853,220.8,204.749,-16.051
854,144.8,204.749,59.949
855,184.8,204.749,19.949
856,233.8,204.749,-29.051
857,316.8,204.749,-112.051
858,238.3,204.749,-33.551
859,197.8,204.749,6.949
860,203.9,204.749,0.849
861,?,204.749,?
862,179.3,204.749,25.449
863,179.8,204.749,24.949
864,161.3,204.749,43.449
865,169.98,204.749,34.769
866,130.81,204.749,73.939
867,312.9,204.749,-108.151
868,189.8,204.749,14.949
869,281.9,204.749,-77.151
870,173.81,204.749,30.939
871,236.8,204.749,-32.051
872,196.8,204.749,7.949
873,224.8,204.749,-20.051
874,341.8,204.749,-137.051
875,197.3,204.749,7.449
876,106.8,204.749,97.949
877,158.8,204.749,45.949
878,206.8,204.749,-2.051
879,179.8,204.749,24.949
880,221.98,204.749,-17.231
881,236.8,204.749,-32.051
882,179.8,204.749,24.949
883,313.8,204.749,-109.051
884,224.3,204.749,-19.551
885,171.8,204.749,32.949
886,205.9,204.749,-1.151
887,172.79,204.749,31.959
888,263.91,204.749,-59.161
889,312.9,204.749,-108.151
890,95.98,204.749,108.769
891,290.9,204.749,-86.151
892,130.81,204.749,73.939
893,152.8,204.749,51.949
894,211.4,204.749,-6.651
895,328.8,204.749,-124.051
896,185.9,204.749,18.849
897,229.9,204.749,-25.151
898,210.98,204.749,-6.231
899,177.8,204.749,26.949
900,93.98,204.749,110.769
901,64.98,204.749,139.769
902,?,204.749,?
903,203.8,204.749,0.949
904,293.9,204.749,-89.151
905,274.9,204.749,-70.151
906,221.8,204.749,-17.051
907,184.8,204.749,19.949
908,214.8,204.749,-10.051
909,443.9,204.749,-239.151
910,294.8,204.749,-90.051
911,147.8,204.749,56.949
912,155.3,204.749,49.449
913,296.44,204.749,-91.691
914,181.8,204.749,22.949
915,88.81,204.749,115.939
916,192.8,204.749,11.949
917,181.8,204.749,22.949
918,346.9,204.749,-142.151
919,152.98,204.749,51.769
920,156.8,204.749,47.949
921,237.9,204.749,-33.151
922,232.8,204.749,-28.051
923,278.8,204.749,-74.051
924,112.98,204.749,91.769
925,250.8,204.749,-46.051
926,146.8,204.749,57.949
927,276.8,204.749,-72.051
928,221.8,204.749,-17.051
929,173.81,204.749,30.939
930,245.8,204.749,-41.051
931,145.98,204.749,58.769
932,168.8,204.749,35.949
933,?,204.749,?
934,129.79,204.749,74.959
935,207.8,204.749,-3.051
936,213.9,204.749,-9.151
937,183.8,204.749,20.949
938,117.8,204.749,86.949
939,148.8,204.749,55.949
940,203.3,204.749,1.449
941,358.8,204.749,-154.051
942,252.8,204.749,-48.051
943,229.8,204.749,-25.051
944,283.3,204.749,-78.551
945,210.3,204.749,-5.551
946,147.8,204.749,56.949
947,225.8,204.749,-21.051
948,250.8,204.749,-46.051
949,322.9,204.749,-118.151
950,188.8,204.749,15.949
951,205.8,204.749,-1.051
952,355.9,204.749,-151.151
953,192.9,204.749,11.849
954,134.3,204.749,70.449
955,155.8,204.749,48.949
956,223.8,204.749,-19.051
957,141.8,204.749,62.949
958,216.81,204.749,-12.061
959,72.8,204.749,131.949
960,153.8,204.749,50.949
961,114.8,204.749,89.949
962,250.8,204.749,-46.051
963,147.8,204.749,56.949
964,144.8,204.749,59.949
965,173.81,204.749,30.939
966,216.81,204.749,-12.061
967,267.8,204.749,-63.051
968,343.2,204.749,-138.451
969,255.8,204.749,-51.051
