inst#,actual,predicted,error
939,148.8,177.5,28.7
940,203.3,218.494,15.194
941,358.8,232.782,-126.018
942,252.8,186.75,-66.05
943,229.8,191.684,-38.116
944,283.3,186.75,-96.55
945,210.3,186.75,-23.55
946,147.8,177.5,29.7
947,225.8,186.75,-39.05
948,250.8,186.75,-64.05
949,322.9,206.969,-115.931
950,188.8,186.75,-2.05
951,205.8,177.5,-28.3
952,355.9,186.75,-169.15
953,192.9,177.5,-15.4
954,134.3,212.459,78.159
955,155.8,243.75,87.95
956,223.8,198.275,-25.525
957,141.8,203.208,61.408
958,216.81,177.5,-39.31
959,72.8,197.719,124.919
960,153.8,189.024,35.224
961,114.8,206.969,92.169
962,250.8,186.75,-64.05
963,147.8,189.024,41.224
964,144.8,218.494,73.694
965,173.81,186.75,12.94
966,216.81,177.5,-39.31
967,267.8,186.75,-81.05
968,343.2,317.351,-25.849
969,255.8,206.969,-48.831
